neighborhood,room_type,accommodates,bedrooms,number_of_reviews,wifi,cable_tv,washer,kitchen,price
1,1,5,3.0,0,1,1,1,1,80.0
3,2,2,1.0,1,0,0,1,1,50.0
2,1,2,1.0,2,1,1,1,1,33.0
1,2,2,1.0,7,1,0,0,1,60.0
1,2,2,1.0,2,1,1,1,1,40.0
7,2,3,1.0,1,1,1,1,1,35.0
1,1,2,0.0,5,1,1,1,1,45.0
3,1,3,0.0,7,1,1,1,1,50.0
5,1,2,2.0,5,1,0,1,1,59.0
3,1,4,2.0,24,1,0,1,1,70.0
2,1,8,3.0,10,1,0,1,1,150.0
4,1,2,1.0,5,1,0,1,1,74.0
5,2,1,1.0,2,1,1,1,1,15.0
1,2,2,2.0,3,1,0,1,1,45.0
3,2,2,1.0,4,1,1,1,1,45.0
1,1,6,3.0,4,1,1,0,1,280.0
12,1,2,1.0,0,1,0,1,1,106.0
12,1,2,1.0,1,1,0,1,1,106.0
12,1,2,1.0,1,1,0,1,1,106.0
2,1,2,1.0,6,0,1,0,1,60.0
12,1,2,1.0,1,1,0,1,1,106.0
5,2,1,1.0,0,1,0,1,1,35.0
3,1,3,2.0,1,1,0,1,1,89.0
4,2,2,1.0,1,1,1,0,1,32.0
1,3,2,1.0,0,1,0,1,1,35.0
1,1,2,0.0,17,1,0,1,1,75.0
2,1,3,1.0,9,1,1,1,1,58.0
2,2,2,1.0,11,1,1,1,0,55.0
1,2,1,1.0,0,1,0,1,1,20.0
4,1,4,1.0,1,1,1,1,0,80.0
3,1,2,1.0,3,1,0,1,1,109.0
2,2,1,1.0,13,1,1,1,1,40.0
2,1,3,0.0,7,0,0,1,1,65.0
1,2,2,1.0,2,1,0,0,1,43.0
4,2,2,1.0,3,1,1,1,1,28.0
5,2,3,0.0,6,1,0,1,1,35.0
2,1,3,1.0,1,1,0,1,1,56.0
3,1,4,1.0,2,1,0,1,1,50.0
2,1,4,1.0,33,1,0,1,1,80.0
4,2,2,1.0,4,1,1,1,1,35.0
6,2,2,1.0,9,1,1,0,0,30.0
1,1,3,0.0,18,1,1,1,1,57.0
2,1,6,2.0,8,1,0,1,1,42.0
1,1,3,1.0,5,1,1,1,1,90.0
4,2,1,1.0,3,1,1,1,1,26.0
2,1,4,1.0,15,1,0,1,1,59.0
1,2,4,1.0,1,1,0,1,1,90.0
2,2,2,1.0,5,1,1,1,1,45.0
3,1,2,1.0,8,1,0,1,1,60.0
2,2,4,1.0,7,1,0,1,1,36.0
1,1,4,2.0,0,1,0,1,1,110.0
3,2,5,3.0,5,1,0,1,1,100.0
6,1,4,1.0,11,1,0,1,1,97.0
6,2,2,0.0,1,1,0,1,1,30.0
1,2,2,1.0,5,0,1,1,1,48.0
8,1,1,0.0,2,1,1,1,1,40.0
3,1,2,1.0,4,1,0,1,1,50.0
12,1,3,2.0,1,1,0,1,1,117.0
12,1,2,1.0,0,1,0,1,1,106.0
1,1,2,1.0,4,1,0,1,1,100.0
9,1,4,0.0,1,1,1,1,1,35.0
3,2,5,2.0,2,1,1,1,1,90.0
4,2,2,1.0,2,1,1,1,1,40.0
1,1,2,1.0,19,1,1,1,1,79.0
7,2,2,0.0,3,1,1,1,1,43.0
4,2,2,1.0,1,1,1,0,1,40.0
8,1,2,1.0,12,1,0,1,1,48.0
2,2,4,1.0,1,1,1,1,1,50.0
5,1,4,2.0,9,1,0,1,1,48.0
4,1,2,1.0,0,0,0,1,0,60.0
2,2,2,1.0,8,1,0,0,1,50.0
2,1,3,2.0,15,1,1,1,1,52.0
1,2,2,1.0,0,1,1,1,1,29.0
6,1,2,1.0,5,1,1,1,1,45.0
2,2,1,0.0,1,1,1,1,1,18.0
5,1,2,0.0,1,1,1,1,1,40.0
2,3,2,1.0,1,1,1,1,1,12.0
2,2,2,1.0,8,1,1,1,1,25.0
1,1,4,0.0,22,1,0,1,1,70.0
4,1,10,2.0,4,1,1,1,1,300.0
10,1,3,0.0,9,1,1,0,1,45.0
3,2,2,1.0,0,1,0,1,1,100.0
2,1,2,1.0,1,1,0,1,1,62.0
1,1,1,1.0,2,1,1,1,1,29.0
11,1,4,1.0,9,1,0,1,1,25.0
5,1,4,2.0,0,1,0,0,1,70.0
1,1,2,1.0,0,1,1,1,1,43.0
10,2,2,2.0,0,1,1,1,1,181.0
5,2,2,1.0,3,1,0,1,1,22.0
7,2,2,1.0,8,1,0,1,1,50.0
5,1,2,1.0,2,1,0,1,1,65.0
1,2,2,1.0,14,1,1,0,1,30.0
3,3,2,1.0,2,1,1,1,1,40.0
6,1,4,2.0,13,1,1,1,1,100.0
1,2,2,2.0,0,1,1,1,1,147.0
1,2,2,2.0,0,1,1,1,1,138.0
2,2,2,1.0,2,1,1,1,1,70.0
2,2,2,2.0,0,1,1,1,1,166.0
7,2,2,2.0,0,1,1,1,1,174.0
1,2,2,2.0,0,1,1,1,1,160.0
3,2,2,0.0,1,0,1,1,1,40.0
6,2,2,1.0,6,1,0,1,1,35.0
6,2,1,1.0,1,1,1,0,0,40.0
3,2,2,1.0,6,1,1,1,1,30.0
1,2,1,0.0,5,1,1,1,1,30.0
1,2,1,1.0,0,1,1,1,1,25.0
2,2,2,1.0,4,1,1,1,1,30.0
3,1,4,1.0,6,1,0,1,1,63.0
4,3,2,1.0,4,1,1,1,1,40.0
4,1,2,0.0,6,1,0,1,1,30.0
4,2,3,1.0,19,1,1,1,1,40.0
10,1,3,1.0,1,1,0,1,1,25.0
9,2,2,1.0,3,1,1,1,1,35.0
1,1,2,1.0,8,1,1,0,1,75.0
6,2,2,1.0,8,1,1,1,1,29.0
1,2,2,1.0,1,1,1,1,1,40.0
1,1,4,1.0,17,1,1,1,1,65.0
2,1,2,1.0,6,1,1,1,1,69.0
4,2,2,1.0,0,1,1,1,1,40.0
10,2,4,1.0,13,1,0,1,1,30.0
4,1,4,1.0,4,1,1,1,1,48.0
2,1,5,2.0,4,1,0,1,1,185.0
4,2,6,2.0,0,1,0,1,1,300.0
5,2,2,1.0,12,1,1,1,1,80.0
9,2,2,1.0,5,1,1,1,0,39.0
1,3,2,1.0,0,1,1,1,1,50.0
8,2,1,1.0,1,1,1,0,1,25.0
2,1,5,2.0,10,1,1,1,1,48.0
6,1,4,2.0,0,1,0,1,1,169.0
5,2,1,1.0,1,1,1,1,1,20.0
1,2,2,1.0,2,1,0,1,1,60.0
4,2,2,1.0,6,1,1,1,1,60.0
6,1,4,1.0,6,1,0,1,1,77.0
9,1,6,3.0,6,1,1,1,1,119.0
2,2,1,1.0,0,0,1,1,1,12.0
3,1,2,1.0,9,1,1,1,1,42.0
2,2,2,1.0,4,1,0,0,0,139.0
3,2,2,1.0,4,1,1,1,1,30.0
4,2,3,1.0,2,1,0,1,1,61.0
2,1,3,1.0,2,1,1,1,1,40.0
2,2,2,1.0,4,1,1,1,1,25.0
4,2,2,1.0,9,1,1,1,1,60.0
2,2,2,1.0,10,1,0,1,1,44.0
6,1,3,1.0,1,1,0,1,1,75.0
3,2,1,1.0,7,1,0,1,1,55.0
3,2,1,1.0,2,1,0,1,1,30.0
1,2,1,1.0,16,1,1,1,1,20.0
2,1,6,2.0,9,1,1,1,1,250.0
5,2,1,1.0,14,1,1,1,1,40.0
2,2,1,1.0,1,1,1,1,1,32.0
5,2,2,1.0,18,1,1,1,1,30.0
1,1,2,1.0,2,1,0,1,1,71.0
6,2,1,1.0,0,1,1,1,1,16.0
1,2,1,1.0,17,1,1,1,1,30.0
1,1,2,1.0,6,1,1,1,1,50.0
5,2,2,1.0,5,1,0,0,1,60.0
1,2,2,1.0,9,1,0,1,1,34.0
5,1,6,3.0,0,1,0,1,1,249.0
2,2,2,1.0,4,1,1,1,1,35.0
5,2,2,1.0,1,1,0,1,1,85.0
7,1,5,2.0,1,1,0,1,1,35.0
4,2,3,1.0,7,1,0,1,1,70.0
7,2,2,1.0,3,1,1,1,1,40.0
1,2,1,1.0,1,1,1,0,1,20.0
1,2,2,1.0,5,1,1,1,1,70.0
3,2,2,1.0,6,1,1,1,0,60.0
2,1,2,1.0,2,1,1,1,1,55.0
3,2,2,1.0,4,1,0,1,1,45.0
4,2,2,1.0,4,1,1,1,1,22.0
3,1,6,3.0,1,1,0,1,1,100.0
1,2,2,1.0,1,1,1,1,1,65.0
3,1,1,1.0,5,1,1,1,1,60.0
4,2,2,1.0,2,1,1,1,1,20.0
4,1,4,1.0,13,0,1,1,1,60.0
6,2,3,1.0,10,1,0,0,0,45.0
1,1,2,0.0,5,1,0,1,1,54.0
4,1,4,1.0,2,1,0,1,1,59.0
3,2,2,1.0,8,1,1,1,1,30.0
4,2,2,1.0,0,1,1,1,1,35.0
1,1,6,2.0,33,1,0,0,1,95.0
1,2,2,1.0,2,1,1,1,1,30.0
2,2,2,1.0,1,1,1,1,1,35.0
1,2,2,1.0,3,1,1,1,1,31.0
2,3,2,1.0,14,1,1,1,1,15.0
2,2,2,1.0,7,1,1,1,1,35.0
3,2,2,1.0,1,1,1,1,0,40.0
3,1,3,1.0,7,1,0,0,0,70.0
4,1,2,0.0,0,0,1,0,1,60.0
1,1,2,0.0,22,1,0,1,1,85.0
6,2,2,1.0,0,1,0,1,1,69.0
5,2,2,2.0,0,1,1,1,1,139.0
4,1,2,1.0,6,1,1,1,1,28.0
2,2,4,1.0,1,1,1,1,1,45.0
2,2,4,0.0,1,1,1,1,1,50.0
4,1,2,1.0,0,1,1,0,1,70.0
3,2,2,1.0,6,1,0,1,1,70.0
3,2,2,1.0,1,1,1,0,1,40.0
4,1,3,1.0,10,1,1,1,1,65.0
3,2,1,1.0,2,1,0,1,1,70.0
2,2,1,1.0,1,1,0,1,1,30.0
1,1,2,1.0,2,1,0,1,1,97.0
1,1,2,2.0,0,1,0,1,1,80.0
2,2,2,1.0,5,1,1,0,1,25.0
1,1,3,1.0,9,1,1,1,1,130.0
3,1,5,2.0,3,1,0,1,1,200.0
3,1,6,2.0,19,1,0,1,1,150.0
3,2,1,1.0,7,1,0,0,1,40.0
3,2,1,1.0,10,1,0,0,1,40.0
3,2,1,1.0,3,1,0,0,1,40.0
3,2,1,1.0,9,1,0,0,1,40.0
3,2,1,1.0,9,1,0,0,1,40.0
2,1,2,0.0,15,1,0,1,1,35.0
3,2,2,1.0,9,1,0,0,1,80.0
3,2,2,1.0,4,1,0,0,1,80.0
4,2,2,1.0,4,1,1,1,1,29.0
3,2,2,1.0,7,1,0,0,1,85.0
3,2,2,1.0,7,1,0,0,1,85.0
2,2,4,1.0,3,1,1,1,1,65.0
1,2,1,1.0,3,1,1,1,1,40.0
4,2,2,1.0,3,1,1,1,1,48.0
1,1,2,1.0,9,1,1,1,1,88.0
2,2,2,1.0,0,1,1,1,1,32.0
1,1,4,2.0,2,1,1,1,1,90.0
3,2,5,2.0,20,1,0,0,1,80.0
6,1,4,0.0,6,1,0,0,1,150.0
1,2,2,1.0,4,1,1,1,1,30.0
4,2,2,1.0,6,1,1,1,1,22.0
4,1,3,1.0,2,1,1,1,1,40.0
3,2,2,1.0,2,1,0,1,1,60.0
2,1,3,1.0,10,1,0,1,1,100.0
8,1,4,2.0,4,0,0,0,1,80.0
6,1,5,2.0,11,1,0,1,1,120.0
4,2,2,1.0,3,1,1,0,0,40.0
6,1,4,2.0,7,1,1,0,1,60.0
2,2,1,1.0,29,1,0,1,1,25.0
2,2,2,1.0,18,1,0,1,1,50.0
6,1,5,3.0,3,1,1,1,1,190.0
5,1,2,0.0,12,1,0,0,1,50.0
2,2,2,1.0,12,1,1,1,1,19.0
6,1,3,1.0,4,1,0,1,1,70.0
4,2,2,0.0,4,1,1,1,1,35.0
5,2,2,1.0,0,1,0,1,1,30.0
4,2,2,1.0,2,1,1,1,1,30.0
1,2,2,1.0,12,1,0,1,1,49.0
3,1,4,2.0,1,1,0,1,1,80.0
3,1,4,2.0,1,1,0,1,1,100.0
3,2,3,1.0,12,1,0,0,1,105.0
2,1,3,1.0,4,1,0,1,1,320.0
3,2,4,1.0,11,1,0,0,1,105.0
3,2,2,1.0,8,1,1,1,1,35.0
5,1,2,1.0,0,1,0,1,1,47.0
2,2,2,1.0,3,1,1,1,1,35.0
3,1,2,1.0,12,1,0,1,1,38.0
2,1,2,0.0,1,1,1,0,1,100.0
3,2,2,1.0,10,1,1,1,1,25.0
8,2,2,1.0,0,1,0,0,1,54.0
8,2,2,1.0,1,1,1,1,1,39.0
2,2,2,1.0,2,1,1,1,1,75.0
3,1,11,2.0,16,1,0,1,1,225.0
1,1,2,1.0,12,1,1,1,1,80.0
2,2,2,1.0,2,1,0,1,1,50.0
4,2,2,1.0,7,1,1,1,1,35.0
5,2,2,1.0,19,1,1,1,1,60.0
2,1,3,2.0,8,1,0,1,1,130.0
6,1,2,0.0,8,1,0,0,1,45.0
2,2,2,1.0,1,1,0,1,1,43.0
1,2,2,1.0,25,1,1,1,1,40.0
1,1,4,1.0,5,1,0,1,1,120.0
2,2,2,1.0,8,1,1,1,1,35.0
2,2,2,1.0,6,1,1,1,1,35.0
2,1,2,0.0,4,1,1,1,1,55.0
2,2,4,1.0,3,1,0,1,1,80.0
2,2,2,1.0,1,1,1,1,1,19.0
5,1,4,2.0,2,1,0,1,1,100.0
11,2,2,1.0,26,1,0,0,0,25.0
7,1,7,2.0,5,1,0,1,1,45.0
1,2,5,2.0,1,1,0,1,1,120.0
4,2,3,1.0,3,1,1,1,1,28.0
4,2,1,1.0,0,1,1,1,1,35.0
1,2,2,1.0,0,1,0,1,1,70.0
4,2,2,1.0,8,1,1,1,1,30.0
2,2,3,1.0,9,1,1,0,1,25.0
4,2,2,1.0,15,1,1,1,1,30.0
3,1,1,1.0,3,1,1,1,1,70.0
2,1,5,0.0,1,1,1,1,1,80.0
12,1,4,2.0,5,1,0,0,1,90.0
12,1,4,1.0,3,0,1,1,1,80.0
5,1,2,1.0,1,1,0,1,1,60.0
1,2,1,3.0,1,1,1,1,1,30.0
3,1,4,0.0,2,1,0,0,1,110.0
1,1,4,2.0,3,1,0,1,1,180.0
2,2,1,1.0,1,1,1,1,1,25.0
11,1,4,1.0,8,1,1,0,1,60.0
4,1,3,2.0,5,1,0,1,1,55.0
2,2,2,1.0,0,1,0,1,1,95.0
6,2,1,1.0,3,1,1,1,1,32.0
4,1,4,1.0,4,1,1,1,1,60.0
5,1,5,2.0,14,1,0,1,1,169.0
2,2,2,0.0,0,1,0,1,1,30.0
5,1,3,1.0,1,1,0,1,1,33.0
4,2,1,1.0,1,1,1,1,1,38.0
1,2,1,1.0,1,1,1,1,1,58.0
5,1,5,2.0,12,1,0,1,1,197.0
5,1,3,1.0,6,1,1,1,1,50.0
8,2,3,1.0,1,1,1,1,1,34.0
8,1,2,1.0,5,1,0,1,1,87.0
7,1,3,2.0,3,1,0,1,1,60.0
8,2,2,1.0,20,1,0,1,1,40.0
3,2,2,1.0,13,1,0,0,0,40.0
3,2,2,0.0,5,1,0,1,1,70.0
1,2,2,1.0,17,1,1,1,1,32.0
2,1,2,1.0,6,1,1,0,1,75.0
12,3,2,1.0,8,1,0,1,1,15.0
6,2,1,1.0,10,1,0,1,1,30.0
6,1,4,1.0,2,1,1,1,1,35.0
4,2,2,1.0,5,1,1,0,1,49.0
3,2,2,1.0,9,1,1,0,1,45.0
8,2,2,1.0,1,1,1,1,1,20.0
1,2,1,1.0,0,1,1,0,1,50.0
10,2,2,1.0,2,1,1,1,1,40.0
1,1,5,1.0,16,1,0,1,1,109.0
1,1,3,1.0,6,1,1,1,1,65.0
1,2,2,1.0,5,1,1,1,1,25.0
4,2,2,1.0,2,1,1,1,1,50.0
9,2,2,1.0,2,1,1,1,1,23.0
3,2,3,1.0,12,1,1,1,1,50.0
10,1,2,2.0,16,1,0,1,1,38.0
3,1,4,1.0,4,1,0,1,1,55.0
2,2,1,1.0,8,1,1,1,1,39.0
1,1,2,1.0,1,1,1,1,1,65.0
1,1,2,0.0,12,1,0,1,1,60.0
2,1,9,1.0,7,1,0,1,1,179.0
7,2,2,1.0,3,1,1,1,1,26.0
2,2,2,1.0,6,1,1,1,1,75.0
2,2,2,1.0,2,1,1,1,1,45.0
9,1,4,2.0,0,1,0,1,1,100.0
6,1,2,1.0,1,0,1,1,1,40.0
3,1,4,1.0,7,1,0,1,1,65.0
1,1,2,1.0,3,1,1,1,1,80.0
1,2,2,0.0,0,1,1,1,1,95.0
5,2,2,1.0,28,1,1,0,1,34.0
2,1,2,1.0,2,1,1,1,1,30.0
5,2,1,1.0,8,1,1,1,1,25.0
4,1,4,1.0,8,1,0,1,1,60.0
4,2,2,1.0,7,1,1,1,1,40.0
2,2,2,1.0,5,1,1,1,1,23.0
1,2,4,2.0,1,1,0,1,1,150.0
1,2,5,2.0,2,1,0,1,1,45.0
1,2,2,1.0,4,1,1,1,1,30.0
3,1,2,1.0,6,0,0,1,1,30.0
1,1,5,2.0,0,1,1,1,1,245.0
7,2,3,1.0,33,1,1,1,1,20.0
3,2,2,0.0,27,1,1,1,1,53.0
4,2,2,1.0,1,1,1,1,1,30.0
2,1,2,0.0,7,1,0,0,1,60.0
5,1,4,2.0,12,1,0,1,1,159.0
6,1,4,1.0,2,1,1,0,1,69.0
2,1,6,1.0,5,1,0,1,1,119.0
2,1,2,1.0,5,1,0,1,1,88.0
4,2,2,1.0,4,1,0,1,1,40.0
2,1,2,2.0,0,1,0,1,1,63.0
8,2,3,1.0,0,1,1,0,1,59.0
1,2,1,1.0,4,1,1,1,1,50.0
3,1,6,2.0,5,1,0,1,1,124.0
3,1,5,2.0,6,1,0,1,1,114.0
2,1,2,0.0,32,1,0,1,1,74.0
3,1,4,1.0,2,1,0,1,1,99.0
3,1,4,1.0,5,1,0,1,1,94.0
3,1,3,1.0,4,1,0,1,1,79.0
2,1,2,1.0,78,1,0,1,1,79.0
2,1,5,1.0,23,1,0,1,1,119.0
2,1,3,1.0,46,1,0,1,1,89.0
3,1,3,1.0,6,1,0,1,1,99.0
2,1,4,1.0,21,1,0,1,1,99.0
2,1,5,1.0,30,1,0,1,1,114.0
2,1,4,1.0,11,1,0,1,1,94.0
2,1,3,1.0,88,1,0,1,1,84.0
3,1,3,1.0,6,1,0,0,1,89.0
1,1,4,2.0,2,1,1,0,1,150.0
1,2,2,1.0,4,1,0,1,1,25.0
7,2,2,1.0,23,1,1,1,1,40.0
3,2,2,1.0,27,1,1,0,1,35.0
12,1,4,2.0,0,1,0,1,1,35.0
1,1,2,1.0,12,1,0,1,1,55.0
3,2,2,1.0,2,1,1,1,1,48.0
1,2,1,1.0,2,1,1,0,1,25.0
3,1,6,3.0,13,1,1,1,1,196.0
4,2,1,1.0,4,1,1,1,1,25.0
3,1,4,1.0,2,1,1,0,1,105.0
2,1,3,1.0,6,1,1,0,1,69.0
7,1,2,1.0,1,1,0,0,1,55.0
2,1,2,1.0,7,1,0,1,1,79.0
3,1,2,1.0,7,1,0,1,1,75.0
3,1,4,1.0,0,1,0,1,1,60.0
2,2,2,1.0,17,1,1,1,1,25.0
2,1,2,1.0,7,1,0,1,1,52.0
3,2,2,1.0,6,1,1,1,1,39.0
1,1,6,2.0,2,1,0,0,1,99.0
3,1,2,1.0,5,1,0,1,1,85.0
3,2,2,1.0,6,1,1,1,1,32.0
4,2,2,1.0,6,1,1,1,1,49.0
8,1,2,1.0,0,1,0,1,1,30.0
4,1,2,1.0,7,0,1,0,1,69.0
1,2,1,1.0,0,1,0,0,1,48.0
3,2,2,1.0,25,1,1,1,1,35.0
2,1,2,1.0,8,1,1,1,1,50.0
2,1,2,0.0,3,1,1,1,1,68.0
1,2,3,1.0,3,1,1,1,1,45.0
1,1,2,2.0,8,1,0,1,1,180.0
1,2,2,0.0,13,1,0,0,1,46.0
7,1,2,1.0,4,1,1,0,0,32.0
3,2,2,1.0,0,1,0,1,1,70.0
2,2,4,0.0,14,1,1,0,0,40.0
7,2,2,1.0,3,1,1,1,1,22.0
5,2,2,1.0,5,1,1,1,1,35.0
4,1,4,2.0,0,1,1,1,1,70.0
2,2,1,1.0,0,1,1,1,1,45.0
1,1,5,2.0,10,1,0,1,1,140.0
5,1,3,1.0,8,1,0,1,1,99.0
4,1,2,1.0,9,1,1,1,1,69.0
4,2,2,1.0,14,1,1,1,1,25.0
8,2,2,1.0,4,1,1,1,1,27.0
5,2,2,1.0,1,1,1,1,1,45.0
1,2,2,1.0,1,1,0,1,1,59.0
1,2,2,1.0,4,1,1,1,1,17.0
1,2,2,1.0,15,1,1,1,1,45.0
2,1,3,1.0,6,1,0,1,1,50.0
5,1,4,2.0,4,1,0,1,1,65.0
1,2,3,2.0,2,1,0,1,1,25.0
8,2,3,1.0,15,1,1,1,1,24.0
3,2,2,2.0,5,1,1,1,1,35.0
9,2,1,1.0,11,1,1,1,1,19.0
4,2,2,1.0,2,1,1,1,1,24.0
4,2,2,1.0,6,1,0,1,1,18.0
2,2,2,1.0,0,1,1,1,1,25.0
4,2,2,1.0,2,1,1,1,1,45.0
8,1,2,1.0,13,1,1,1,0,26.0
3,2,2,1.0,1,1,0,1,1,40.0
3,1,2,1.0,11,1,1,1,1,50.0
1,2,2,1.0,4,1,1,1,1,36.0
3,2,2,1.0,1,1,1,1,1,55.0
1,2,1,0.0,1,1,1,1,1,35.0
4,1,2,1.0,0,1,0,1,1,35.0
3,1,2,1.0,0,1,1,0,1,69.0
2,2,2,1.0,1,1,0,1,1,80.0
1,2,2,1.0,2,1,1,1,1,25.0
2,2,1,1.0,1,1,1,1,1,20.0
1,2,2,1.0,3,1,0,1,1,60.0
4,2,4,2.0,9,1,0,1,1,90.0
3,2,2,1.0,38,1,0,1,1,35.0
1,2,1,1.0,8,0,1,0,0,19.0
3,1,4,1.0,10,1,1,1,1,82.0
2,1,3,0.0,10,1,0,0,1,49.0
2,2,1,1.0,1,1,1,1,1,28.0
9,2,1,1.0,19,1,0,1,1,30.0
5,2,1,1.0,2,1,0,1,1,35.0
5,2,1,1.0,8,1,0,1,1,30.0
2,1,4,2.0,0,1,0,1,1,150.0
3,1,2,1.0,0,1,1,1,1,100.0
1,2,2,1.0,7,1,1,0,1,70.0
3,1,2,1.0,0,1,1,1,1,80.0
4,2,2,1.0,4,1,0,1,1,25.0
3,1,2,1.0,7,1,0,1,1,89.0
1,2,2,1.0,1,1,1,1,1,45.0
2,3,2,1.0,5,1,0,1,1,28.0
2,2,2,1.0,5,1,0,1,1,35.0
5,1,4,1.0,12,1,0,1,1,45.0
3,2,2,1.0,25,1,1,0,0,49.0
9,1,7,3.0,6,1,0,1,1,85.0
2,2,2,0.0,1,1,0,1,1,50.0
1,2,2,1.0,6,1,1,1,1,48.0
5,1,3,1.0,9,1,0,1,1,109.0
1,2,2,1.0,25,1,1,1,1,50.0
5,1,3,1.0,12,1,0,1,1,119.0
9,2,2,1.0,2,1,1,1,0,25.0
2,1,2,1.0,3,1,1,1,1,70.0
1,2,1,1.0,0,1,0,1,1,80.0
1,1,2,1.0,2,1,0,0,1,70.0
1,2,1,1.0,0,1,0,1,1,25.0
2,1,5,2.0,8,1,0,1,1,189.0
3,1,2,1.0,7,1,0,1,1,55.0
6,2,2,1.0,2,1,0,1,1,50.0
2,2,3,1.0,1,1,0,1,1,129.0
2,2,2,1.0,0,1,0,1,1,46.0
2,2,2,1.0,2,1,1,1,1,27.0
2,2,2,1.0,10,1,0,1,1,40.0
4,2,1,2.0,5,1,1,1,1,35.0
2,2,1,0.0,2,1,1,0,1,19.0
1,1,4,1.0,2,1,1,1,1,60.0
1,2,1,1.0,1,1,1,1,1,28.0
1,2,2,1.0,3,1,1,1,1,28.0
1,1,5,2.0,8,1,1,0,1,100.0
6,2,2,1.0,2,1,1,1,1,80.0
4,1,2,0.0,0,1,1,1,1,45.0
1,2,4,1.0,10,1,0,1,1,40.0
4,2,1,1.0,2,1,1,1,1,45.0
7,2,2,1.0,1,1,1,1,1,35.0
2,2,2,1.0,2,1,0,1,1,51.0
2,2,2,1.0,0,1,0,1,1,55.0
4,2,2,1.0,5,1,1,1,1,50.0
1,2,1,1.0,1,1,1,1,1,45.0
1,2,2,1.0,1,1,0,1,1,45.0
3,2,2,1.0,0,1,1,1,1,80.0
2,1,6,3.0,2,1,0,1,1,109.0
9,1,8,3.0,3,1,1,0,1,85.0
1,2,6,1.0,2,1,1,1,0,140.0
1,2,2,1.0,12,1,0,1,1,40.0
2,1,2,1.0,1,1,1,1,1,85.0
1,1,2,1.0,13,1,0,1,1,75.0
6,2,2,1.0,1,1,1,1,1,40.0
3,1,2,1.0,0,1,1,1,1,70.0
4,2,2,1.0,3,1,0,1,1,49.0
4,2,2,0.0,4,1,1,1,1,20.0
1,1,2,2.0,8,1,1,0,1,90.0
4,2,2,1.0,4,1,0,1,1,40.0
4,2,2,1.0,5,1,1,1,0,30.0
3,1,2,1.0,7,1,1,1,1,100.0
3,2,2,1.0,0,1,1,1,1,45.0
3,2,1,1.0,0,1,0,1,1,60.0
8,1,4,1.0,0,1,0,0,1,110.0
6,1,4,1.0,7,0,0,1,1,55.0
3,1,2,1.0,1,1,1,0,1,65.0
2,2,2,1.0,4,1,1,1,1,19.0
3,1,2,1.0,6,1,0,1,1,48.0
4,2,2,1.0,0,1,1,1,1,30.0
1,2,2,1.0,2,1,1,0,0,48.0
2,2,2,1.0,5,1,0,1,1,80.0
1,1,2,1.0,3,1,0,1,1,130.0
2,2,1,1.0,7,1,1,1,1,34.0
6,2,2,1.0,2,1,1,1,1,23.0
8,2,2,1.0,5,1,1,1,1,45.0
2,2,3,1.0,2,1,1,1,1,25.0
7,2,2,1.0,1,1,0,1,1,19.0
1,2,2,1.0,1,1,1,1,1,15.0
8,2,2,1.0,10,1,0,1,1,13.0
2,2,2,1.0,0,1,0,1,1,45.0
8,2,2,1.0,1,1,0,1,1,35.0
6,1,2,1.0,2,1,0,1,1,69.0
1,2,2,1.0,0,1,1,1,1,20.0
4,2,2,1.0,3,1,0,1,1,60.0
4,2,2,1.0,0,1,0,1,1,38.0
1,1,4,1.0,5,1,1,1,1,100.0
4,2,2,1.0,0,1,1,0,1,53.0
1,1,4,0.0,1,1,0,1,1,50.0
2,1,2,1.0,6,1,1,1,1,40.0
6,2,1,1.0,0,1,1,1,1,35.0
3,1,2,1.0,2,1,0,1,1,54.0
4,1,2,1.0,3,1,0,1,1,120.0
2,1,2,1.0,7,1,1,1,1,65.0
1,2,3,1.0,3,1,1,1,1,38.0
1,1,4,1.0,7,1,1,1,1,30.0
1,2,2,1.0,7,1,0,1,1,41.0
3,2,2,1.0,3,1,1,1,1,32.0
2,1,4,2.0,0,1,0,1,1,129.0
1,2,5,1.0,2,1,0,1,1,110.0
1,1,5,2.0,24,1,0,0,1,95.0
9,2,2,1.0,7,1,0,1,1,30.0
11,1,2,0.0,10,1,0,0,1,30.0
12,1,4,2.0,0,1,0,1,1,39.0
7,2,1,1.0,1,1,0,1,1,29.0
2,2,2,1.0,0,1,0,1,1,40.0
5,2,2,1.0,2,1,0,1,1,70.0
1,2,4,2.0,1,1,0,1,1,106.0
2,1,2,1.0,2,0,0,1,1,48.0
1,2,4,1.0,7,1,0,1,1,50.0
4,1,4,2.0,4,1,1,1,1,97.0
6,1,6,2.0,9,1,0,1,1,125.0
2,3,1,1.0,26,1,1,1,1,14.0
4,1,3,2.0,1,1,1,1,1,42.0
3,2,2,1.0,4,1,1,1,1,75.0
4,2,2,1.0,8,1,1,1,1,35.0
2,1,2,1.0,0,0,0,1,1,75.0
1,2,2,1.0,2,1,1,1,1,30.0
3,1,2,1.0,4,1,0,0,1,50.0
1,1,2,1.0,5,1,0,1,1,100.0
1,2,2,1.0,1,1,0,1,1,55.0
1,1,3,2.0,4,1,1,1,1,50.0
1,1,4,1.0,4,1,1,1,1,70.0
3,1,2,1.0,0,1,1,1,1,59.0
1,2,2,0.0,7,1,1,0,0,28.0
3,2,2,1.0,4,1,0,1,1,25.0
